Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
ستت,2, سِتَّةِ سِتِّينَ,3,no vowel,سِتَّةِ (7) سِتِّينَ (1)
ستر,3, تَسْتَتِرُونَ سِتْرًا مَسْتُورًا,3,no vowel,تَسْتَتِرُونَ (1) [سِتْرًا] (1) [مَسْتُورًا] (1)
سجد,31, اسْجُدُوا السَّاجِدُونَ السَّاجِدِينَ السُّجُودِ الْمَسَاجِدَ الْمَسَاجِدِ الْمَسْجِدَ الْمَسْجِدِ تَسْجُدَ تَسْجُدُوا سَاجِدًا سَاجِدِينَ سَجَدُوا سُجَّدًا فَاسْجُد فَاسْجُدُوا فَسَجَدَ فَسَجَدُوا لَمَسْجِدٌ مَسَاجِدَ مَسْجِدًا مَسْجِدٍ وَاسْجُد وَاسْجُدُوا وَاسْجُدِي وَالْمَسْجِدِ وَمَسَاجِدُ يَسْجُدَانِ يَسْجُدُ يَسْجُدُوا يَسْجُدُونَ,3,no vowel,ءَأَسْجُدُ (1) أَنَسْجُدُ (1) [اسْجُدُوا] (6) السَّاجِدُونَ (1) السَّاجِدِينَ (5) السُّجُودِ (6) الْمَسَاجِدَ (1) الْمَسَاجِدِ (1) الْمَسْجِدَ (3) الْمَسْجِدِ (12) تَسْجُدَ (2) [تَسْجُدُوا] (1) [سَاجِدًا] (1) سَاجِدِينَ (5) [سَجَدُوا] (1) [سُجَّدًا] (11) [فَاسْجُد] (1) فَ[اسْجُدُوا] (1) فَسَجَدَ (2) فَ[سَجَدُوا] (5) لأَسْجُدَ (1) لَمَسْجِدٌ (1) مَسَاجِدَ (3) [مَسْجِدًا] (2) مَسْجِدٍ (2) [وَاسْجُد] (1) وَ[اسْجُدُوا] (2) [وَاسْجُد]ِي (1) وَالْمَسْجِدِ (2) وَمَسَاجِدُ (1) يَسْجُدَانِ (1) يَسْجُدُ (3) [يَسْجُدُ]وا (1) [يَسْجُدُ]ونَ (4)
سجر,3, الْمَسْجُورِ سُجِّرَت يُسْجَرُونَ,3,no vowel,الْمَسْجُورِ (1) [سُجِّرَت] (1) يُسْجَرُونَ (1) (14/3)
سجل,2, السِّجِلِّ سِجِّيلٍ,3,no vowel,السِّجِلِّ (1) سِجِّيلٍ (3)
سجن,9, السِّجْنَ السِّجْنُ السِّجْنِ الْمَسْجُونِينَ سِجِّينٌ سِجِّينٍ لَيَسْجُنُنَّهُ لَيُسْجَنَنَّ يُسْجَنَ,3,no vowel,السِّجْنَ (1) السِّجْنُ (1) السِّجْنِ (4) الْمَسْجُونِينَ (1) سِجِّينٌ (1) سِجِّينٍ (1) لَيَسْجُنُنَّهُ (1) لَ[يُسْجَنَ]نَّ (1) يُسْجَنَ (1)
سجي,1, سَجَى,3,vowel,[سَجَى] (1)
سحب,6, السَّحَابَ السَّحَابِ سَحَابًا سَحَابٌ وَالسَّحَابِ يُسْحَبُونَ,3,no vowel,السَّحَابَ (1) السَّحَابِ (1) [سَحَابًا] (4) سَحَابٌ (2) وَالسَّحَابِ (1) يُسْحَبُونَ (2)
سحت,3, السُّحْتَ فَيُسْحِتَكُم لِلسُّحْتِ,3,no vowel,السُّحْتَ (2) [فَيُسْحِتَكُم] (1) لِلسُّحْتِ (1)
سحر,27, السَّاحِرُ السَّاحِرُونَ السَّحَرَةَ السَّحَرَةُ السِّحْرَ السِّحْرُ السِّحْرِ الْمُسَحَّرِينَ بِسَحَرٍ بِسِحْرٍ بِسِحْرِكَ بِسِحْرِهِ بِسِحْرِهِمَا تُسْحَرُونَ سَاحِرٌ سَاحِرٍ سَحَرُوا سَحَّارٍ سِحْرٌ سِحْرَانِ سِحْرِهِم لَسَاحِرٌ لَسَاحِرَانِ لَسِحْرٌ لِتَسْحَرَنَا مَسْحُورًا مَسْحُورُونَ,3,no vowel,أَسِحْرٌ (1) أَفَسِحْرٌ (1) السَّاحِرُ (2) [السَّاحِرُ]ونَ (1) السَّحَرَةَ (1) السَّحَرَةُ (7) السِّحْرَ (4) السِّحْرُ (1) السِّحْرِ (1) الْمُسَحَّرِينَ (2) بِالأَسْحَارِ (1) بِسَحَرٍ (1) بِسِحْرٍ (2) بِسِحْرِكَ (1) بِسِحْرِهِ (1) [بِسِحْرِهِ]مَا (1) تُسْحَرُونَ (1) سَاحِرٌ (4) سَاحِرٍ (3) [سَحَرُوا] (1) سَحَّارٍ (1) سِحْرٌ (12) سِحْرَانِ (1) [سِحْرِهِم] (1) لَسَاحِرٌ (3) لَسَاحِرَانِ (1) لَسِحْرٌ (1) [لِتَسْحَرَنَا] (1) [مَسْحُورًا] (3) مَسْحُورُونَ (1) وَبِالأَسْحَارِ (1)
سحق,2, سَحِيقٍ فَسُحْقًا,3,no vowel,سَحِيقٍ (1) [فَسُحْقًا] (1)
سحل,1, بِالسَّاحِلِ,3,no vowel,بِالسَّاحِلِ (1)
سخر,22, السَّاخِرِينَ الْمُسَخَّرِ تَسْخَرُوا تَسْخَرُونَ سَخِرَ سَخِرُوا سَخَّرَ سَخَّرَهَا سَخَّرْنَا سَخَّرْنَاهَا سُخْرِيًّا سِخْرِيًّا فَسَخَّرْنَا فَيَسْخَرُونَ مُسَخَّرَاتٌ مُسَخَّرَاتٍ نَسْخَرُ وَسَخَّرَ وَسَخَّرْنَا وَيَسْخَرُونَ يَسْتَسْخِرُونَ يَسْخَر,3,no vowel,(14/4) السَّاخِرِينَ (1) الْمُسَخَّرِ (1) [تَسْخَرُوا] (1) تَسْخَرُونَ (1) سَخِرَ (1) [سَخِرُوا] (3) سَخَّرَ (5) [سَخَّرَ]هَا (2) [سَخَّرْنَا] (1) [سَخَّرْنَاهَا] (1) [سُخْرِيًّا] (1) [سِخْرِيًّا] (2) فَ[سَخَّرْنَا] (1) فَ[يَسْخَر]ُونَ (1) مُ[سَخَّرَ]اتٌ (1) مُ[سَخَّرَ]اتٍ (2) نَسْخَرُ (1) وَسَخَّرَ (11) وَ[سَخَّرْنَا] (1) وَ[يَسْخَر]ُونَ (2) يَسْتَسْخِرُونَ (1) [يَسْخَر] (1)
سخط,3, بِسَخَطٍ سَخِطَ يَسْخَطُونَ,3,no vowel,أَسْخَطَ (1) بِسَخَطٍ (1) سَخِطَ (1) يَسْخَطُونَ (1)
سدد,3, السَّدَّيْنِ سَدِيدًا سَدًّا,3,no vowel,السَّدَّيْنِ (1) [سَدِيدًا] (2) [سَدًّا] (3)
سدر,3, السِّدْرَةَ سِدْرٍ سِدْرَةِ,3,no vowel,السِّدْرَةَ (1) سِدْرٍ (2) سِدْرَةِ (1)
سدس,2, السُّدُسُ سَادِسُهُم,3,no vowel,السُّدُسُ (3) [سَادِسُهُم] (2)
سدي,1, سُدًى,3,vowel,[سُدًى] (1)
سرب,4, سَرَابًا سَرَبًا كَسَرَابٍ وَسَارِبٌ,3,no vowel,[سَرَابًا] (1) [سَرَبًا] (1) كَسَرَابٍ (1) وَسَارِبٌ (1)
سربل,3, سَرَابِيلَ سَرَابِيلُهُم وَسَرَابِيلَ,4,no vowel,سَرَابِيلَ (1) [سَرَابِيلُهُم] (1) وَسَرَابِيلَ (1)
سرج,2, سِرَاجًا وَسِرَاجًا,3,no vowel,[سِرَاجًا] (3) وَ[سِرَاجًا] (1)
سرح,5, تَسْرَحُونَ تَسْرِيحٌ سَرَاحًا سَرِّحُوهُنَّ وَسَرِّحُوهُنَّ,3,no vowel,تَسْرَحُونَ (1) تَسْرِيحٌ (1) [سَرَاحًا] (2) سَرِّحُوهُنَّ (1) وَأُسَرِّحْكُنَّ (1) وَسَرِّحُوهُنَّ (1)
سرد,1, السَّرْدِ,3,no vowel,السَّرْدِ (1)
سردق,1, سُرَادِقُهَا,4,no vowel,[سُرَادِقُهَا] (1)
سرر,12, السِّرَّ تَسُرُّ تُسِرُّونَ سُرُرٌ سُرُرٍ سِرًّا سِرَّكُم سِرَّهُم مَسْرُورًا وَسُرُرًا وَسُرُورًا يُسِرُّونَ,3,no vowel,(14/5) أَسَرَّ (2) أَسَرُّوا (1) إِسْرَارًا (1) إِسْرَارَهُم (1) السَّرَائِرُ (1) السَّرَّاءِ (1) السِّرَّ (2) تَسُرُّ (1) تُسِرُّونَ (3) سُرُرٌ (1) سُرُرٍ (4) [سِرًّا] (6) [سِرَّكُم] (1) [سِرَّهُم] (2) فَأَسَرَّهَا (1) [مَسْرُورًا] (2) وَأَسَرُّوا (4) وَأَسَرُّوهُ (1) وَأَسِرُّوا (1) وَأَسْرَرْتُ (1) وَالسَّرَّاءُ (1) [وَسُرُرًا] (1) [وَسُرُورًا] (1) يُسِرُّونَ (4)
سرع,7, سَرِيعُ سِرَاعًا لَسَرِيعُ نُسَارِعُ وَسَارِعُوا وَيُسَارِعُونَ يُسَارِعُونَ,3,no vowel,أَسْرَعُ (2) سَرِيعُ (9) [سِرَاعًا] (2) لَسَرِيعُ (1) نُسَارِعُ (1) [وَسَارِعُوا] (1) وَيُسَارِعُونَ (1) يُسَارِعُونَ (6)
سرف,9, الْمُسْرِفِينَ تُسْرِفُوا لَمُسْرِفُونَ لِلْمُسْرِفِينَ مُسْرِفٌ مُسْرِفُونَ مُسْرِفِينَ يُسْرِف يُسْرِفُوا,3,no vowel,أَسْرَفَ (1) أَسْرَفُوا (1) إِسْرَافًا (1) الْمُسْرِفِينَ (7) [تُسْرِفُوا] (2) لَمُسْرِفُونَ (1) لِلْمُسْرِفِينَ (2) مُسْرِفٌ (2) مُسْرِفُونَ (2) مُسْرِفِينَ (1) وَإِسْرَافَنَا (1) [يُسْرِف] (1) [يُسْرِف]ُوا (1)
سرق,8, اسْتَرَقَ سَارِقِينَ سَرَقَ لَسَارِقُونَ وَالسَّارِقَةُ وَالسَّارِقُ يَسْرِق يَسْرِقْنَ,3,no vowel,اسْتَرَقَ (1) سَارِقِينَ (1) سَرَقَ (2) لَسَارِقُونَ (1) وَالسَّارِقَةُ (1) وَالسَّارِقُ (1) [يَسْرِق] (1) [يَسْرِق]ْنَ (1)
سرمد,1, سَرْمَدًا,4,no vowel,[سَرْمَدًا] (2)
سري,2, سَرِيًّا يَسْرِ,3,vowel,أَسْرَى (2) أَسْرِ (2) [سَرِيًّا] (1) فَأَسْرِ (3) يَسْرِ (1)
سطح,1, سُطِحَت,3,no vowel,[سُطِحَت] (1)
سطر,5, مَسْطُورًا مَسْطُورٍ مُسْتَطَرٌ مُسْتَطِيرًا يَسْطُرُونَ,3,no vowel,أَسَاطِيرُ (9) الْمُصَيْطِرُونَ (1) بِمُصَيْطِرٍ (1) [مَسْطُورًا] (2) مَسْطُورٍ (1) مُسْتَطَرٌ (1) [مُسْتَطِيرًا] (1) يَسْطُرُونَ (1)
سطو,1, يَسْطُونَ,3,vowel,يَسْطُونَ (1)
سعد,2, سُعِدُوا وَسَعِيدٌ,3,no vowel,(14/6) [سُعِدُوا] (1) وَسَعِيدٌ (1)
سعر,5, السَّعِيرِ سَعِيرًا سُعِّرَت وَسَعِيرًا وَسُعُرٍ,3,no vowel,السَّعِيرِ (8) [سَعِيرًا] (7) [سُعِّرَت] (1) وَ[سَعِيرًا] (1) وَسُعُرٍ (2)
سعي,18, السَّعْيَ تَسْعَى سَعَو سَعَوْا سَعَى سَعْيًا سَعْيَكُم سَعْيَهَا سَعْيَهُ سَعْيُكُم سَعْيُهُم فَاسَعَوْا لِسَعْيِهَا لِسَعْيِهِ وَسَعَى وَيَسْعَوْنَ يَسْعَوْنَ يَسْعَى,3,vowel,السَّعْيَ (1) [تَسْعَى] (3) [سَعَو] (1) [سَعَو]ْا (1) [سَعَى] (3) [سَعْيًا] (1) [سَعْيَكُم] (1) [سَعْيَهَا] (1) سَعْيَهُ (1) [سَعْيُكُم] (1) [سَعْيُهُم] (2) [فَاسَعَوْا] (1) [لِسَعْيِهَا] (1) لِسَعْيِهِ (1) وَ[سَعَى] (2) وَيَسْعَوْنَ (2) يَسْعَوْنَ (1) [يَسْعَى] (6)
سغب,1, مَسْغَبَةٍ,3,no vowel,مَسْغَبَةٍ (1)
سفح,3, مَسْفُوحًا مُسَافِحَاتٍ مُسَافِحِينَ,3,no vowel,[مَسْفُوحًا] (1) مُسَافِحَاتٍ (1) مُسَافِحِينَ (2)
سفر,5, سَفَرٍ سَفَرَةٍ سَفَرِنَا مُسْفِرَةٌ وَسَفَرًا,3,no vowel,أَسْفَارًا (1) أَسْفَارِنَا (1) أَسْفَرَ (1) سَفَرٍ (5) سَفَرَةٍ (1) [سَفَرِنَا] (1) مُسْفِرَةٌ (1) [وَسَفَرًا] (1)
سفع,1, لَنَسْفَعًا,3,no vowel,[لَنَسْفَعًا] (1)
سفك,2, تَسْفِكُونَ وَيَسْفِكُ,3,no vowel,تَسْفِكُونَ (1) وَيَسْفِكُ (1)
سفل,3, السُّفْلَى سَافِلَهَا سَافِلِينَ,3,no vowel,أَسْفَلَ (3) الأَسْفَلِ (1) الأَسْفَلِينَ (2) [السُّفْلَى] (1) [سَافِلَهَا] (2) سَافِلِينَ (1)
سفن,3, السَّفِينَةُ السَّفِينَةِ سَفِينَةٍ,3,no vowel,السَّفِينَةُ (1) السَّفِينَةِ (2) سَفِينَةٍ (1)
سفه,6, سَفَاهَةٌ سَفَاهَةٍ سَفَهًا سَفِهَ سَفِيهًا سَفِيهُنَا,3,no vowel,السُّفَهَاءَ (1) السُّفَهَاءُ (4) سَفَاهَةٌ (1) سَفَاهَةٍ (1) [سَفَهًا] (1) سَفِهَ (1) [سَفِيهًا] (1) [سَفِيهُنَا] (1)
سقر,2, سَقَرَ سَقَرُ,3,no vowel,سَقَرَ (3) سَقَرُ (1)
سقط,7, تَسْقُطُ تُسَاقِط تُسْقِطَ سَاقِطًا سَقَطُوا سُقِطَ نُسْقِط,3,no vowel,(14/7) تَسْقُطُ (1) [تُسَاقِط] (1) تُسْقِطَ (1) [سَاقِطًا] (1) [سَقَطُوا] (1) سُقِطَ (1) فَأَسْقِط (1) [نُسْقِط] (1)
سقف,4, السَّقْفُ سَقْفًا سُقُفًا وَالسَّقْفِ,3,no vowel,السَّقْفُ (1) [سَقْفًا] (1) [سُقُفًا] (1) وَالسَّقْفِ (1)
سقم,1, سَقِيمٌ,3,no vowel,سَقِيمٌ (2)
سقي,21, اسْتَسْقَاهُ اسْتَسْقَى السِّقَايَةَ تَسْقِي تُسْقَى سَقَيْتَ سِقَايَةَ فَسَقَى فَيَسْقِي نَسْقِي نُسْقِيكُم وَسَقَاهُم وَسُقُوا وَسُقْيَاهَا وَنُسْقِيَهُ وَيَسْقِينِ وَيُسْقَوْنَ وَيُسْقَى يُسْقَوْنَ يُسْقَى يُسْقُونَ,3,vowel,اسْتَسْقَاهُ (1) [اسْتَسْقَى] (1) السِّقَايَةَ (1) [تَسْقِي] (1) [تُسْقَى] (1) سَقَيْتَ (1) سِقَايَةَ (1) فَأَسْقَيْنَاكُمُوهُ (1) [فَسَقَى] (1) [فَيَسْقِي] (1) لأَسْقَيْنَاهُم (1) [نَسْقِي] (1) [نُسْقِيكُم] (2) وَأَسْقَيْنَاكُم (1) [وَسَقَاهُم] (1) [وَسُقُوا] (1) [وَسُقْيَاهَا] (1) وَنُسْقِيَهُ (1) وَيَسْقِينِ (1) وَيُسْقَوْنَ (1) [وَ[يُسْقَى]] (1) يُسْقَوْنَ (1) [يُسْقَى] (1) يُسْقُونَ (1)
سكب,1, مَسْكُوبٍ,3,no vowel,مَسْكُوبٍ (1)
سكت,1, سَكَتَ,3,no vowel,سَكَتَ (1)
سكر,6, بِسُكَارَى سَكَرًا سَكْرَةُ سَكْرَتِهِم سُكَارَى سُكِّرَت,3,no vowel,[بِ[سُكَارَى]] (1) [سَكَرًا] (1) سَكْرَةُ (1) [سَكْرَتِهِم] (1) [سُكَارَى] (2) [سُكِّرَت] (1)
سكن,41, اسْكُن اسْكُنُوا السَّكِينَةَ الْمَسْكَنَةُ الْمِسْكِينَ الْمِسْكِينِ تَسْكُنُونَ تُسْكَن سَاكِنًا سَكَنتُم سَكَنًا سَكَنٌ سَكَنَ سَكِينَةٌ سَكِينَتَهُ سِكِّينًا لِتَسْكُنُوا لِمَسَاكِينَ لِيَسْكُنَ لِيَسْكُنُوا مَسَاكِنَكُم مَسَاكِنُهُم مَسَاكِنِ مَسَاكِنِهِم مَسَاكِينَ مَسْكَنِهِم مَسْكُونَةٍ مِسْكِينًا مِسْكِينٌ مِسْكِينٍ وَالْمَسَاكِينَ وَالْمَسَاكِينُ وَالْمَسَاكِينِ وَالْمَسْكَنَةُ وَالْمِسْكِينَ وَسَكَنتُم وَلَنُسْكِنَنَّكُمُ وَمَسَاكِنَ وَمَسَاكِنُ وَمَسَاكِنِكُم يُسْكِنِ,3,no vowel,(14/8) أَسْكَنتُ (1) أَسْكِنُوهُنَّ (1) [اسْكُن] (2) [اسْكُن]ُوا (2) السَّكِينَةَ (2) الْمَسْكَنَةُ (1) الْمِسْكِينَ (1) الْمِسْكِينِ (3) تَسْكُنُونَ (1) [تُسْكَن] (1) [سَاكِنًا] (1) [سَكَنتُم] (1) [سَكَنًا] (2) سَكَنٌ (1) سَكَنَ (1) سَكِينَةٌ (1) سَكِينَتَهُ (3) [سِكِّينًا] (1) فَأَسْكَنَّاهُ (1) [لِتَسْكُنُوا] (4) لِمَسَاكِينَ (1) لِيَسْكُنَ (1) [لِيَسْكُنُوا] (1) [مَسَاكِنَكُم] (1) [مَسَاكِنُهُم] (2) مَسَاكِنِ (1) [مَسَاكِنِ]هِم (3) مَسَاكِينَ (2) [مَسْكَنِهِم] (1) مَسْكُونَةٍ (1) [مِسْكِينًا] (3) مِسْكِينٌ (1) مِسْكِينٍ (1) وَالْمَسَاكِينَ (2) وَالْمَسَاكِينُ (1) وَالْمَسَاكِينِ (6) وَالْمَسْكَنَةُ (1) وَالْمِسْكِينَ (2) وَ[سَكَنتُم] (1) وَلَنُسْكِنَنَّكُمُ (1) وَمَسَاكِنَ (2) وَمَسَاكِنُ (1) وَ[مَسَاكِنِ]كُم (1) يُسْكِنِ (1)
سلب,1, يَسْلُبْهُمُ,3,no vowel,يَسْلُبْهُمُ (1)
سلح,0,,3,no vowel,أَسْلِحَتَكُم (1) أَسْلِحَتَهُم (1) أَسْلِحَتِكُم (1) وَأَسْلِحَتَهُم (1)
سلخ,3, انسَلَخَ فَانسَلَخَ نَسْلَخُ,3,no vowel,انسَلَخَ (1) فَانسَلَخَ (1) نَسْلَخُ (1)
سلسبيل,1, سَلْسَبِيلاً,6,vowel,سَلْسَبِيلاً (1)
سلسل,3, سَلاَسِلاَ سِلْسِلَةٍ وَالسَّلاَسِلُ,4,no vowel,سَلاَسِلاَ (1) سِلْسِلَةٍ (1) وَالسَّلاَسِلُ (1)
سلط,9, بِسُلْطَانٍ سُلْطَانًا سُلْطَانٌ سُلْطَانٍ سُلْطَانُهُ سُلْطَانِيَه لَسَلَّطَهُم وَسُلْطَانٍ يُسَلِّطُ,3,no vowel,بِسُلْطَانٍ (8) [سُلْطَانًا] (11) سُلْطَانٌ (4) سُلْطَانٍ (9) سُلْطَانُهُ (1) [سُلْطَانِيَه] (1) [لَسَلَّطَهُم] (1) وَسُلْطَانٍ (3) يُسَلِّطُ (1)
سلف,2, سَلَفًا سَلَفَ,3,no vowel,أَسْلَفَت (1) أَسْلَفْتُم (1) [سَلَفًا] (1) سَلَفَ (5)
سلق,1, سَلَقُوكُم,3,no vowel,(14/9) [سَلَقُوكُم] (1)
سلك,12, اسْلُك سَلَكَكُم سَلَكْنَاهُ فَاسْلُك فَاسْلُكُوهُ فَاسْلُكِي فَسَلَكَهُ لِتَسْلُكُوا نَسْلُكُهُ وَسَلَكَ يَسْلُكُ يَسْلُكْهُ,3,no vowel,[اسْلُك] (1) [سَلَكَكُم] (1) سَلَكْنَاهُ (1) فَ[اسْلُك] (1) فَ[اسْلُك]ُوهُ (1) فَ[اسْلُك]ِي (1) فَسَلَكَهُ (1) [لِتَسْلُكُوا] (1) نَسْلُكُهُ (1) وَسَلَكَ (1) يَسْلُكُ (1) يَسْلُكْهُ (1)
سلل,2, سُلاَلَةٍ يَتَسَلَّلُونَ,3,no vowel,سُلاَلَةٍ (2) يَتَسَلَّلُونَ (1)
سلم,41, السَّلاَمَ السَّلاَمُ السَّلاَمِ السَّلَمَ السَّلْمَ السِّلْمِ الْمُسْلِمُونَ الْمُسْلِمِينَ بِسَلاَمٍ تَسْلِيمًا تُسْلِمُونَ سَالِمُونَ سَلاَمًا سَلاَمٌ سَلَمًا سَلِيمٍ سَلَّمَ سَلَّمْتُم سُلَّمًا سُلَّمٌ فَسَلاَمٌ فَسَلِّمُوا لِنُسْلِمَ مُسَلَّمَةٌ مُسْتَسْلِمُونَ مُسْلِمًا مُسْلِمَاتٍ مُسْلِمَةً مُسْلِمَيْنِ مُسْلِمُونَ مُسْلِمِينَ وَالسَّلاَمُ وَالْمُسْلِمَاتِ وَتَسْلِيمًا وَتُسَلِّمُوا وَسَلاَمًا وَسَلاَمٌ وَسَلِّمُوا وَيُسَلِّمُوا يُسْلِم يُسْلِمُونَ,3,no vowel,ءَأَسْلَمْتُم (1) أَسْلَمَ (5) أَسْلَمَا (1) أَسْلَمُوا (3) أَسْلَمْتُ (2) أَسْلَمْنَا (1) أَسْلِم (1) أَسْلِمُوا (1) أُسْلِمَ (1) إِسْلاَمَكُم (1) إِسْلاَمِهِم (1) الإِسْلاَمَ (1) الإِسْلاَمُ (1) الإِسْلاَمِ (2) السَّلاَمَ (1) السَّلاَمُ (1) السَّلاَمِ (3) السَّلَمَ (4) السَّلْمَ (1) السِّلْمِ (1) الْمُسْلِمُونَ (1) الْمُسْلِمِينَ (11) بِسَلاَمٍ (3) [تَسْلِيمًا] (2) تُسْلِمُونَ (1) سَالِمُونَ (1) [سَلاَمًا] (7) سَلاَمٌ (19) [سَلَمًا] (1) سَلِيمٍ (2) سَلَّمَ (1) [سَلَّمْتُم] (1) [سُلَّمًا] (1) سُلَّمٌ (1) فَسَلاَمٌ (1) [فَسَلِّمُوا] (1) لِلإِسْلاَمِ (2) لِلسَّلْمِ (1) لِلْمُسْلِمِينَ (2) لِنُسْلِمَ (1) مُ[سَلَّمَ]ةٌ (3) مُسْتَسْلِمُونَ (1) [مُسْلِمًا] (2) مُسْلِمَاتٍ (1) مُسْلِمَةً (1) مُسْلِمَيْنِ (1) مُسْلِمُونَ (14) مُسْلِمِينَ (8) وَأَسْلَمْتُ (1) وَأَسْلِمُوا (1) وَالسَّلاَمُ (2) وَالْمُسْلِمَاتِ (1) وَ[تَسْلِيمًا] (1) [وَتُسَلِّمُوا] (1) وَ[سَلاَمًا] (2) وَسَلاَمٌ (3) [وَسَلِّمُوا] (1) [وَيُسَلِّمُوا] (1) [يُسْلِم] (1) [يُسْلِم]ُونَ (1)
