Term,Normalized Term,Root,Is Sure,Source
الْأَبُّ,الأب,	أب ب,TRUE,mukhtar.bok
جَوَازًا,جوازا,	ج وز,TRUE,mukhtar.bok
أَجَازَهُ,أجازه,	ج وز,TRUE,mukhtar.bok
اجْتَازَ,اجتاز,	ج وز,TRUE,mukhtar.bok
جَاوَزَ,جاوز,	ج وز,TRUE,mukhtar.bok
تَجَاوَزَهُ,تجاوزه,	ج وز,TRUE,mukhtar.bok
جَازَهُ,جازه,	ج وز,TRUE,mukhtar.bok
تَجَاوَزَ,تجاوز,	ج وز,TRUE,mukhtar.bok
جَوَّزَ,جوز,	ج وز,TRUE,mukhtar.bok
تَجْوِيزًا,تجويزا,	ج وز,TRUE,mukhtar.bok
أَجَازَ,أجاز,	ج وز,TRUE,mukhtar.bok
تَجَوَّزَ,تجوز,	ج وز,TRUE,mukhtar.bok
مَجَازًا,مجازا,	ج وز,TRUE,mukhtar.bok
تَجَوَّزْ,تجوز,	ج وز,TRUE,mukhtar.bok
الْجَوْزُ,الجوز,	ج وز,TRUE,mukhtar.bok
جَوْزَةٌ,جوزة,	ج وز,TRUE,mukhtar.bok
جَوْزَاتٌ,جوزات,	ج وز,TRUE,mukhtar.bok
مَجَازَةٌ,مجازة,	ج وز,TRUE,mukhtar.bok
الْجَوْزِ,الجوز,	ج وز,TRUE,mukhtar.bok
أَجَازَهُ بِجَائِزَةٍ,أجازهبجاأزة,	ج وز,TRUE,mukhtar.bok
جَاسُوا,جاسوا,	ج وس,TRUE,mukhtar.bok
اجْتَاسُوهَا,اجتاسوها,	ج وس,TRUE,mukhtar.bok
ج ق,جق,	ج وس,TRUE,mukhtar.bok
جَاعَ,جاع,	ج وع,TRUE,mukhtar.bok
جُوعًا,جوعا,	ج وع,TRUE,mukhtar.bok
مَجَاعَةً,مجاعة,	ج وع,TRUE,mukhtar.bok
الْجَوْعَةُ,الجوعة,	ج وع,TRUE,mukhtar.bok
جِيَاعٌ,جياع,	ج وع,TRUE,mukhtar.bok
جُوَّعٌ,جوع,	ج وع,TRUE,mukhtar.bok
مَجَاعَةٍ,مجاعة,	ج وع,TRUE,mukhtar.bok
مَجْوَعَةٍ,مجوعة,	ج وع,TRUE,mukhtar.bok
أَجَاعَهُ,أجاعه,	ج وع,TRUE,mukhtar.bok
جَوَّعَهُ,جوعه,	ج وع,TRUE,mukhtar.bok
تَجَوَّعَ,تجوع,	ج وع,TRUE,mukhtar.bok
الْجُوعَ,الجوع,	ج وع,TRUE,mukhtar.bok
جَوْفُ,جوف,	ج وف,TRUE,mukhtar.bok
الْأَجْوَافُ,الأجواف,	ج وف,TRUE,mukhtar.bok
الْأَجْوَفَانِ,الأجوفان,	ج وف,TRUE,mukhtar.bok
الْجَائِفَةُ,الجاأفة,	ج وف,TRUE,mukhtar.bok
الْجَوَفُ,الجوف,	ج وف,TRUE,mukhtar.bok
أَجْوَفُ,أجوف,	ج وف,TRUE,mukhtar.bok
مُجَوَّفٌ,مجوف,	ج وف,TRUE,mukhtar.bok
تَجْوِيفٌ,تجويف,	ج وف,TRUE,mukhtar.bok
ج ق,جق,	ج وف,TRUE,mukhtar.bok
جَالَ,جال,	ج ول,TRUE,mukhtar.bok
جَوَلَانًا,جولانا,	ج ول,TRUE,mukhtar.bok
الْجَوْلَانُ,الجولان,	ج ول,TRUE,mukhtar.bok
الْإِجَالَةُ,الأجالة,	ج ول,TRUE,mukhtar.bok
التَّجْوَالُ,التجوال,	ج ول,TRUE,mukhtar.bok
جَوَّلَ,جول,	ج ول,TRUE,mukhtar.bok
تَجَاوَلُوا,تجاولوا,	ج ول,TRUE,mukhtar.bok
الْجَوْنُ,الجون,	ج ون,TRUE,mukhtar.bok
جُونٌ,جون,	ج ون,TRUE,mukhtar.bok
الْجُونَةُ,الجونة,	ج ون,TRUE,mukhtar.bok
الْجَاهُ,الجاه,	ج وهـ,TRUE,mukhtar.bok
أَوْجَهَهُ,أوجهه,	ج وهـ,TRUE,mukhtar.bok
وَجَّهَهُ تَوْجِيهًا,وجههتوجيها,	ج وهـ,TRUE,mukhtar.bok
وَجِيهًا,وجيها,	ج وهـ,TRUE,mukhtar.bok
الْجَوُّ,الجو,	ج وى,TRUE,mukhtar.bok
الْجَوَى,الجوى,	ج وى,TRUE,mukhtar.bok
جَوِيَ,جوي,	ج وى,TRUE,mukhtar.bok
جَوٍ,جو,	ج وى,TRUE,mukhtar.bok
اجْتَوَيْتُ,اجتويت,	ج وى,TRUE,mukhtar.bok
الْجَيْءُ,الجيأ,	ج ي أ,TRUE,mukhtar.bok
الْمَجِيءُ,المجيأ,	ج ي أ,TRUE,mukhtar.bok
جَيْئَةً,جيأة,	ج ي أ,TRUE,mukhtar.bok
الْجِيئَةُ,الجيأة,	ج ي أ,TRUE,mukhtar.bok
أَجَاءَهُ,أجاأه,	ج ي أ,TRUE,mukhtar.bok
جَاءَ,جاأ,	ج ي أ,TRUE,mukhtar.bok
جَيْرِ,جير,	ج ي ر,TRUE,mukhtar.bok
الْجَيْشُ,الجيش,	ج ي ش,TRUE,mukhtar.bok
الْجُيُوشِ,الجيوش,	ج ي ش,TRUE,mukhtar.bok
جَيَّشَ,جيش,	ج ي ش,TRUE,mukhtar.bok
تَجْيِيشًا,تجييشا,	ج ي ش,TRUE,mukhtar.bok
اسْتَجَاشَهُ,استجاشه,	ج ي ش,TRUE,mukhtar.bok
الْجِيفَةُ,الجيفة,	ج ي ف,TRUE,mukhtar.bok
جَيَّفَ تَجْيِيفًا,جيفتجييفا,	ج ي ف,TRUE,mukhtar.bok
جِيَفٌ,جيف,	ج ي ف,TRUE,mukhtar.bok
أَجْيَافٌ,أجياف,	ج ي ف,TRUE,mukhtar.bok
جِيلٌ,جيل,	ج ي ل,TRUE,mukhtar.bok
حَبَّةُ,حبة,	ح ب ب,TRUE,mukhtar.bok
الْحِبَّةُ,الحبة,	ح ب ب,TRUE,mukhtar.bok
الْحُبَّةُ,الحبة,	ح ب ب,TRUE,mukhtar.bok
الْحُبُّ,الحب,	ح ب ب,TRUE,mukhtar.bok
الْحِبُّ,الحب,	ح ب ب,TRUE,mukhtar.bok
أَحَبَّهُ,أحبه,	ح ب ب,TRUE,mukhtar.bok
مُحَبٌّ,محب,	ح ب ب,TRUE,mukhtar.bok
حَبَّهُ,حبه,	ح ب ب,TRUE,mukhtar.bok
مَحْبُوبٌ,محبوب,	ح ب ب,TRUE,mukhtar.bok
تَحَبَّبَ,تحبب,	ح ب ب,TRUE,mukhtar.bok
مُحِبَّةٌ,محبة,	ح ب ب,TRUE,mukhtar.bok
مُحِبٌّ,محب,	ح ب ب,TRUE,mukhtar.bok
الِاسْتِحْبَابُ,الاستحباب,	ح ب ب,TRUE,mukhtar.bok
اسْتَحَبَّهُ,استحبه,	ح ب ب,TRUE,mukhtar.bok
الْمُسْتَحَبُّ,المستحب,	ح ب ب,TRUE,mukhtar.bok
تَحَابُّوا,تحابوا,	ح ب ب,TRUE,mukhtar.bok
الْحِبَابُ,الحباب,	ح ب ب,TRUE,mukhtar.bok
الْمُحَابَّةُ,المحابة,	ح ب ب,TRUE,mukhtar.bok
الْحُبَابُ,الحباب,	ح ب ب,TRUE,mukhtar.bok
الْحَبَبُ,الحبب,	ح ب ب,TRUE,mukhtar.bok
الْحِبْرُ,الحبر,	ح ب ر,TRUE,mukhtar.bok
الْمِحْبَرَةُ,المحبرة,	ح ب ر,TRUE,mukhtar.bok
الْحِبْرُ,الحبر,	ح ب ر,TRUE,mukhtar.bok
تَحْبِيرُ,تحبير,	ح ب ر,TRUE,mukhtar.bok
الْحَبْرُ,الحبر,	ح ب ر,TRUE,mukhtar.bok
الْحُبُورُ,الحبور,	ح ب ر,TRUE,mukhtar.bok
حَبَرَهُ,حبره,	ح ب ر,TRUE,mukhtar.bok
حَبْرَةً,حبرة,	ح ب ر,TRUE,mukhtar.bok
الْحِبْرُ,الحبر,	ح ب ر,TRUE,mukhtar.bok
أَحْبَارِ,أحبار,	ح ب ر,TRUE,mukhtar.bok
الْحِبَرَةُ,الحبرة,	ح ب ر,TRUE,mukhtar.bok
حِبَرٌ,حبر,	ح ب ر,TRUE,mukhtar.bok
حِبَرَاتٌ,حبرات,	ح ب ر,TRUE,mukhtar.bok
الْحَبْسُ,الحبس,	ح ب س,TRUE,mukhtar.bok
احْتَبَسَهُ,احتبسه,	ح ب س,TRUE,mukhtar.bok
احْتَبَسَ,احتبس,	ح ب س,TRUE,mukhtar.bok
تَحَبَّسَ,تحبس,	ح ب س,TRUE,mukhtar.bok
حَبَسَ,حبس,	ح ب س,TRUE,mukhtar.bok
الْحُبْسَةُ,الحبسة,	ح ب س,TRUE,mukhtar.bok
أَحْبَسَ,أحبس,	ح ب س,TRUE,mukhtar.bok
مُحْبَسٌ,محبس,	ح ب س,TRUE,mukhtar.bok
حَبِيسٌ,حبيس,	ح ب س,TRUE,mukhtar.bok
الْحُبْسُ,الحبس,	ح ب س,TRUE,mukhtar.bok
الْحَبَشُ,الحبش,	ح ب ش,TRUE,mukhtar.bok
الْحَبَشَةُ,الحبشة,	ح ب ش,TRUE,mukhtar.bok
حُبْشَانٌ,حبشان,	ح ب ش,TRUE,mukhtar.bok
حُبَيْشٌ,حبيش,	ح ب ش,TRUE,mukhtar.bok
حَبِطَ,حبط,	ح ب ط,TRUE,mukhtar.bok
حُبُوطًا,حبوطا,	ح ب ط,TRUE,mukhtar.bok
أَحْبَطَهُ,أحبطه,	ح ب ط,TRUE,mukhtar.bok
الْحَبَطُ,الحبط,	ح ب ط,TRUE,mukhtar.bok
الْحُبَيْقِ,الحبيق,	ح ب ق,TRUE,mukhtar.bok
الْحِبَاكُ,الحباك,	ح ب ك,TRUE,mukhtar.bok
الْحَبِيكَةُ,الحبيكة,	ح ب ك,TRUE,mukhtar.bok
حَبَائِكُ,حباأك,	ح ب ك,TRUE,mukhtar.bok
الْحُبُكُ,الحبك,	ح ب ك,TRUE,mukhtar.bok
حَبَكَ,حبك,	ح ب ك,TRUE,mukhtar.bok
احْتَبَكْتَهُ,احتبكته,	ح ب ك,TRUE,mukhtar.bok
الْحَبْلُ,الحبل,	ح ب ل,TRUE,mukhtar.bok
حِبَالٍ,حبال,	ح ب ل,TRUE,mukhtar.bok
أَحْبُلٍ,أحبل,	ح ب ل,TRUE,mukhtar.bok
الْحَبْلُ,الحبل,	ح ب ل,TRUE,mukhtar.bok
حَبْلُ الْوَرِيدِ,حبلالوريد,	ح ب ل,TRUE,mukhtar.bok
الْحُبْلَةُ,الحبلة,	ح ب ل,TRUE,mukhtar.bok
الْحَبَلُ,الحبل,	ح ب ل,TRUE,mukhtar.bok
حَبِلَتِ,حبلت,	ح ب ل,TRUE,mukhtar.bok
حُبْلَى,حبلى,	ح ب ل,TRUE,mukhtar.bok
حَبَالَى,حبالى,	ح ب ل,TRUE,mukhtar.bok
حَبَالَيَاتٌ,حباليات,	ح ب ل,TRUE,mukhtar.bok
حَبَلُ الْحَبَلَةِ,حبلالحبلة,	ح ب ل,TRUE,mukhtar.bok
الْحِبَالَةُ,الحبالة,	ح ب ل,TRUE,mukhtar.bok
الْحَابُولُ,الحابول,	ح ب ل,TRUE,mukhtar.bok
حَبَا,حبا,	ح ب ا,TRUE,mukhtar.bok
حَبَاهُ,حباه,	ح ب ا,TRUE,mukhtar.bok
حَبْوَةً,حبوة,	ح ب ا,TRUE,mukhtar.bok
الْحِبَاءُ,الحباأ,	ح ب ا,TRUE,mukhtar.bok
حَابَى,حابى,	ح ب ا,TRUE,mukhtar.bok
مُحَابَاةً,محاباة,	ح ب ا,TRUE,mukhtar.bok
الْحَتُّ,الحت,	ح ت ت,TRUE,mukhtar.bok
حَتَّى,حتى,	ح ت ت,TRUE,mukhtar.bok
حَتَّامَ,حتام,	ح ت ت,TRUE,mukhtar.bok
الْحَتْفُ,الحتف,	ح ت ف,TRUE,mukhtar.bok
حُتُوفٌ,حتوف,	ح ت ف,TRUE,mukhtar.bok
حَتْفَ أَنْفِهِ,حتفأنفه,	ح ت ف,TRUE,mukhtar.bok
الْحَتْمُ,الحتم,	ح ت م,TRUE,mukhtar.bok
حُتُومٌ,حتوم,	ح ت م,TRUE,mukhtar.bok
حَتَمَ,حتم,	ح ت م,TRUE,mukhtar.bok
الْحَاتِمُ,الحاتم,	ح ت م,TRUE,mukhtar.bok
حَثَّهُ,حثه,	ح ث ث,TRUE,mukhtar.bok
اسْتَحَثَّهُ,استحثه,	ح ث ث,TRUE,mukhtar.bok
فَاحْتَثَّ,فاحتث,	ح ث ث,TRUE,mukhtar.bok
حَثَّثَهُ تَحْثِيثًا,حثثهتحثيثا,	ح ث ث,TRUE,mukhtar.bok
حَثِيثًا,حثيثا,	ح ث ث,TRUE,mukhtar.bok
تَحَاثُّوا,تحاثوا,	ح ث ث,TRUE,mukhtar.bok
الْحُثَالَةُ,الحثالة,	ح ث ل,TRUE,mukhtar.bok
حَثَا,حثا,	ح ث ا,TRUE,mukhtar.bok
تَحْثَاءً,تحثاأ,	ح ث ا,TRUE,mukhtar.bok
الْحِجَابُ,الحجاب,	ح ج ب,TRUE,mukhtar.bok
حَجَبَهُ,حجبه,	ح ج ب,TRUE,mukhtar.bok
الْحَجْبُ,الحجب,	ح ج ب,TRUE,mukhtar.bok
الْمَحْجُوبُ,المحجوب,	ح ج ب,TRUE,mukhtar.bok
حَاجِبُ,حاجب,	ح ج ب,TRUE,mukhtar.bok
حَوَاجِبُ,حواجب,	ح ج ب,TRUE,mukhtar.bok
حَاجِبُ,حاجب,	ح ج ب,TRUE,mukhtar.bok
حُجَّابٌ,حجاب,	ح ج ب,TRUE,mukhtar.bok
حَوَاجِبُ,حواجب,	ح ج ب,TRUE,mukhtar.bok
وَاحْتَجَبَ,واحتجب,	ح ج ب,TRUE,mukhtar.bok
الْحَجُّ,الحج,	ح ج ج,TRUE,mukhtar.bok
حَاجٌّ,حاج,	ح ج ج,TRUE,mukhtar.bok
حُجٌّ,حج,	ح ج ج,TRUE,mukhtar.bok
الْحِجُّ,الحج,	ح ج ج,TRUE,mukhtar.bok
الْحِجَّةُ,الحجة,	ح ج ج,TRUE,mukhtar.bok
السَّنَةُ,السنة,	ح ج ج,TRUE,mukhtar.bok
الْحِجَجُ,الحجج,	ح ج ج,TRUE,mukhtar.bok
ذُو الْحِجَّةِ,ذوالحجة,	ح ج ج,TRUE,mukhtar.bok
الْحَجِيجُ,الحجيج,	ح ج ج,TRUE,mukhtar.bok
حَاجَّةٌ,حاجة,	ح ج ج,TRUE,mukhtar.bok
حَوَاجُّ,حواج,	ح ج ج,TRUE,mukhtar.bok
الْحُجَّةُ,الحجة,	ح ج ج,TRUE,mukhtar.bok
حَاجَّهُ فَحَجَّهُ,حاجهفحجه,	ح ج ج,TRUE,mukhtar.bok
مِحْجَاجٌ,محجاج,	ح ج ج,TRUE,mukhtar.bok
التَّحَاجُّ,التحاج,	ح ج ج,TRUE,mukhtar.bok
الْمَحَجَّةُ,المحجة,	ح ج ج,TRUE,mukhtar.bok
الْحَجَرُ,الحجر,	ح ج ر,TRUE,mukhtar.bok
أَحْجَارٌ,أحجار,	ح ج ر,TRUE,mukhtar.bok
حِجَارٌ,حجار,	ح ج ر,TRUE,mukhtar.bok
حِجَارَةٌ,حجارة,	ح ج ر,TRUE,mukhtar.bok
الْحَجَرَانِ,الحجران,	ح ج ر,TRUE,mukhtar.bok
حَجَرَ,حجر,	ح ج ر,TRUE,mukhtar.bok
حِجْرُ,حجر,	ح ج ر,TRUE,mukhtar.bok
الْحُجُورُ,الحجور,	ح ج ر,TRUE,mukhtar.bok
الْحِجْرُ,الحجر,	ح ج ر,TRUE,mukhtar.bok
الْحُجْرَةُ,الحجرة,	ح ج ر,TRUE,mukhtar.bok
حُجَرٌ,حجر,	ح ج ر,TRUE,mukhtar.bok
حُجُرَاتٌ,حجرات,	ح ج ر,TRUE,mukhtar.bok
الْحِجْرُ,الحجر,	ح ج ر,TRUE,mukhtar.bok
الْحِجْرُ,الحجر,	ح ج ر,TRUE,mukhtar.bok
مَحْجِرُ,محجر,	ح ج ر,TRUE,mukhtar.bok
الْحَنْجَرَةُ,الحنجرة,	ح ج ر,TRUE,mukhtar.bok
الْحُنْجُورُ,الحنجور,	ح ج ر,TRUE,mukhtar.bok
حَجَزَهُ,حجزه,	ح ج ز,TRUE,mukhtar.bok
فَانْحَجَزَ,فانحجز,	ح ج ز,TRUE,mukhtar.bok
الْحَجَزَةُ,الحجزة,	ح ج ز,TRUE,mukhtar.bok
الْحِجَازُ,الحجاز,	ح ج ز,TRUE,mukhtar.bok
احْتَجَزَ,احتجز,	ح ج ز,TRUE,mukhtar.bok
انْحَجَزُوا,انحجزوا,	ح ج ز,TRUE,mukhtar.bok
حُجْزَةُ,حجزة,	ح ج ز,TRUE,mukhtar.bok
حَجَفَةٌ,حجفة,	ح ج ف,TRUE,mukhtar.bok
حَجَفٌ,حجف,	ح ج ف,TRUE,mukhtar.bok
التَّحْجِيلُ,التحجيل,	ح ج ل,TRUE,mukhtar.bok
الْأَحْجَالِ,الأحجال,	ح ج ل,TRUE,mukhtar.bok
مُحَجَّلٌ,محجل,	ح ج ل,TRUE,mukhtar.bok
حُجِّلَتْ,حجلت,	ح ج ل,TRUE,mukhtar.bok
أَحْجَالٍ,أحجال,	ح ج ل,TRUE,mukhtar.bok
حَجْلٌ,حجل,	ح ج ل,TRUE,mukhtar.bok
الْحَجَلَانُ,الحجلان,	ح ج ل,TRUE,mukhtar.bok
حَجَلَ,حجل,	ح ج ل,TRUE,mukhtar.bok
الْحَجَلَةُ,الحجلة,	ح ج ل,TRUE,mukhtar.bok
حِجَالِ,حجال,	ح ج ل,TRUE,mukhtar.bok
الْحَجَلَةُ,الحجلة,	ح ج ل,TRUE,mukhtar.bok
حَجَلٌ,حجل,	ح ج ل,TRUE,mukhtar.bok
حِجْلَانٌ,حجلان,	ح ج ل,TRUE,mukhtar.bok
حِجْلَى,حجلى,	ح ج ل,TRUE,mukhtar.bok
حَجْمُ,حجم,	ح ج م,TRUE,mukhtar.bok
الْحَجْمُ,الحجم,	ح ج م,TRUE,mukhtar.bok
الْحَاجِمِ,الحاجم,	ح ج م,TRUE,mukhtar.bok
الْحِجَامَةُ,الحجامة,	ح ج م,TRUE,mukhtar.bok
الْمِحْجَمُ,المحجم,	ح ج م,TRUE,mukhtar.bok
الْمِحْجَمَةُ,المحجمة,	ح ج م,TRUE,mukhtar.bok
احْتَجَمَ,احتجم,	ح ج م,TRUE,mukhtar.bok
الْحِجَامُ,الحجام,	ح ج م,TRUE,mukhtar.bok
حَجَمَ,حجم,	ح ج م,TRUE,mukhtar.bok
حِجَامًا,حجاما,	ح ج م,TRUE,mukhtar.bok
الْمَحْجُومِ,المحجوم,	ح ج م,TRUE,mukhtar.bok
حَجَمَهُ,حجمه,	ح ج م,TRUE,mukhtar.bok
فَأَحْجَمَ,فأحجم,	ح ج م,TRUE,mukhtar.bok
الْمِحْجَنُ,المحجن,	ح ج ن,TRUE,mukhtar.bok
حَجَنْتُ,حجنت,	ح ج ن,TRUE,mukhtar.bok
احْتَجَنْتُهُ,احتجنته,	ح ج ن,TRUE,mukhtar.bok
الْحَجُونُ,الحجون,	ح ج ن,TRUE,mukhtar.bok
الْحِدَأَةُ,الحدأة,	ح د أ,TRUE,mukhtar.bok
حِدَأٌ,حدأ,	ح د أ,TRUE,mukhtar.bok
الْحَدَبُ,الحدب,	ح د ب,TRUE,mukhtar.bok
الْحَدَبَةُ,الحدبة,	ح د ب,TRUE,mukhtar.bok
حَدِبَ,حدب,	ح د ب,TRUE,mukhtar.bok
حَدِبٌ,حدب,	ح د ب,TRUE,mukhtar.bok
احْدَوْدَبَ,احدودب,	ح د ب,TRUE,mukhtar.bok
أَحْدَبَهُ,أحدبه,	ح د ب,TRUE,mukhtar.bok
أَحْدَبُ,أحدب,	ح د ب,TRUE,mukhtar.bok
الْحَدَبِ,الحدب,	ح د ب,TRUE,mukhtar.bok
الْحَدِيثُ,الحديث,	ح د ث,TRUE,mukhtar.bok
أَحَادِيثُ,أحاديث,	ح د ث,TRUE,mukhtar.bok
أُحْدُوثَةٌ,أحدوثة,	ح د ث,TRUE,mukhtar.bok
الْحُدُوثُ,الحدوث,	ح د ث,TRUE,mukhtar.bok
أَحْدَثَهُ,أحدثه,	ح د ث,TRUE,mukhtar.bok
فَحَدَثَ,فحدث,	ح د ث,TRUE,mukhtar.bok
الْحَدَثُ,الحدث,	ح د ث,TRUE,mukhtar.bok
الْحُدْثَى,الحدثى,	ح د ث,TRUE,mukhtar.bok
الْحَادِثَةُ,الحادثة,	ح د ث,TRUE,mukhtar.bok
الْحَدَثَانُ,الحدثان,	ح د ث,TRUE,mukhtar.bok
اسْتَحْدَثَ,استحدث,	ح د ث,TRUE,mukhtar.bok
حَدَثٌ,حدث,	ح د ث,TRUE,mukhtar.bok
حَدِيثَ,حديث,	ح د ث,TRUE,mukhtar.bok
حِدْثَانٌ,حدثان,	ح د ث,TRUE,mukhtar.bok
الْمُحَادَثَةُ,المحادثة,	ح د ث,TRUE,mukhtar.bok
التَّحَادُثُ,التحادث,	ح د ث,TRUE,mukhtar.bok
التَّحَدُّثُ,التحدث,	ح د ث,TRUE,mukhtar.bok
التَّحْدِيثُ,التحديث,	ح د ث,TRUE,mukhtar.bok
الْمُحَدَّثُ,المحدث,	ح د ث,TRUE,mukhtar.bok
الْحَدُّ,الحد,	ح د د,TRUE,mukhtar.bok
حَدَّ,حد,	ح د د,TRUE,mukhtar.bok
حَدَّدَهَا,حددها,	ح د د,TRUE,mukhtar.bok
الْحَدُّ,الحد,	ح د د,TRUE,mukhtar.bok
حَدَّادٌ,حداد,	ح د د,TRUE,mukhtar.bok
الْمَحْدُودُ,المحدود,	ح د د,TRUE,mukhtar.bok
حَدَّهُ,حده,	ح د د,TRUE,mukhtar.bok
أَحَدَّتِ,أحدت,	ح د د,TRUE,mukhtar.bok
مُحِدٌّ,محد,	ح د د,TRUE,mukhtar.bok
حَدَّتْ,حدت,	ح د د,TRUE,mukhtar.bok
حِدَادًا,حدادا,	ح د د,TRUE,mukhtar.bok
حَادٌّ,حاد,	ح د د,TRUE,mukhtar.bok
الْمُحَادَّةُ,المحادة,	ح د د,TRUE,mukhtar.bok
التَّحَادُّ,التحاد,	ح د د,TRUE,mukhtar.bok
الْحَدِيدُ,الحديد,	ح د د,TRUE,mukhtar.bok
حَدُّ,حد,	ح د د,TRUE,mukhtar.bok
حَدَّ,حد,	ح د د,TRUE,mukhtar.bok
حِدَّةً,حدة,	ح د د,TRUE,mukhtar.bok
حَادًّا,حادا,	ح د د,TRUE,mukhtar.bok
حَدِيدًا,حديدا,	ح د د,TRUE,mukhtar.bok
حِدَادٌ,حداد,	ح د د,TRUE,mukhtar.bok
الْحِدَّةُ,الحدة,	ح د د,TRUE,mukhtar.bok
حَدَدْتُ,حددت,	ح د د,TRUE,mukhtar.bok
حِدَّةً,حدة,	ح د د,TRUE,mukhtar.bok
حَدًّا,حدا,	ح د د,TRUE,mukhtar.bok
تَحْدِيدُ,تحديد,	ح د د,TRUE,mukhtar.bok
إِحْدَادُهَا,أحدادها,	ح د د,TRUE,mukhtar.bok
اسْتِحْدَادُهَا,استحدادها,	ح د د,TRUE,mukhtar.bok
أَحَدَّ,أحد,	ح د د,TRUE,mukhtar.bok
احْتَدَّ,احتد,	ح د د,TRUE,mukhtar.bok
مُحْتَدٌّ,محتد,	ح د د,TRUE,mukhtar.bok
الْحَدُورُ,الحدور,	ح د ر,TRUE,mukhtar.bok
تَنْحَدِرُ,تنحدر,	ح د ر,TRUE,mukhtar.bok
الْحُدُورُ,الحدور,	ح د ر,TRUE,mukhtar.bok
حَدَرَ,حدر,	ح د ر,TRUE,mukhtar.bok
أَحْدَرَهَا,أحدرها,	ح د ر,TRUE,mukhtar.bok
حَدَرَ,حدر,	ح د ر,TRUE,mukhtar.bok
الِانْحِدَارُ,الانحدار,	ح د ر,TRUE,mukhtar.bok
مُنْحَدَرٌ,منحدر,	ح د ر,TRUE,mukhtar.bok
تَحَدَّرَ,تحدر,	ح د ر,TRUE,mukhtar.bok
الْحَدْسُ,الحدس,	ح د س,TRUE,mukhtar.bok
الْحِنْدِسُ,الحندس,	ح د س,TRUE,mukhtar.bok
حَدَقَةُ,حدقة,	ح د ق,TRUE,mukhtar.bok
حَدَقٌ,حدق,	ح د ق,TRUE,mukhtar.bok
حِدَاقٌ,حداق,	ح د ق,TRUE,mukhtar.bok
التَّحْدِيقُ,التحديق,	ح د ق,TRUE,mukhtar.bok
الْحَدِيقَةُ,الحديقة,	ح د ق,TRUE,mukhtar.bok
حَدَّقُوا,حدقوا,	ح د ق,TRUE,mukhtar.bok
تَحْدِيقًا,تحديقا,	ح د ق,TRUE,mukhtar.bok
أَحْدَقُوا,أحدقوا,	ح د ق,TRUE,mukhtar.bok
الْحَدْوُ,الحدو,	ح د ا,TRUE,mukhtar.bok
حَدَا,حدا,	ح د ا,TRUE,mukhtar.bok
حُدَاءً,حداأ,	ح د ا,TRUE,mukhtar.bok
تَحَدَّيْتُ,تحديت,	ح د ا,TRUE,mukhtar.bok
حَادِيَ عَشَرَ,حاديعشر,	ح د ا,TRUE,mukhtar.bok
الْحَذَرُ,الحذر,	ح ذ ر,TRUE,mukhtar.bok
الْحِذْرُ,الحذر,	ح ذ ر,TRUE,mukhtar.bok
حَذِرَهُ,حذره,	ح ذ ر,TRUE,mukhtar.bok
حَذِرٌ,حذر,	ح ذ ر,TRUE,mukhtar.bok
حَذِرُونَ,حذرون,	ح ذ ر,TRUE,mukhtar.bok
حَذَارَى,حذارى,	ح ذ ر,TRUE,mukhtar.bok
التَّحْذِيرُ,التحذير,	ح ذ ر,TRUE,mukhtar.bok
الْحِذَارُ,الحذار,	ح ذ ر,TRUE,mukhtar.bok
الْمُحَاذَرَةُ,المحاذرة,	ح ذ ر,TRUE,mukhtar.bok
حَذِرُونِ,حذرون,	ح ذ ر,TRUE,mukhtar.bok
حَذُرُونَ,حذرون,	ح ذ ر,TRUE,mukhtar.bok
حَاذِرُونَ,حاذرون,	ح ذ ر,TRUE,mukhtar.bok
حَذِرُونِ,حذرون,	ح ذ ر,TRUE,mukhtar.bok
حَذْفُ,حذف,	ح ذ ف,TRUE,mukhtar.bok
حَذَفَهُ,حذفه,	ح ذ ف,TRUE,mukhtar.bok
حَذَفَ,حذف,	ح ذ ف,TRUE,mukhtar.bok
الْحَذَفُ,الحذف,	ح ذ ف,TRUE,mukhtar.bok
حَذَفَةٌ,حذفة,	ح ذ ف,TRUE,mukhtar.bok
حَذَقَ,حذق,	ح ذ ق,TRUE,mukhtar.bok
حِذْقًا,حذقا,	ح ذ ق,TRUE,mukhtar.bok
حِذَاقًا,حذاقا,	ح ذ ق,TRUE,mukhtar.bok
حَذَاقَةً,حذاقة,	ح ذ ق,TRUE,mukhtar.bok
حَذِقَ,حذق,	ح ذ ق,TRUE,mukhtar.bok
حِذْقًا,حذقا,	ح ذ ق,TRUE,mukhtar.bok
حَاذِقٌ,حاذق,	ح ذ ق,TRUE,mukhtar.bok
حَذَقَ,حذق,	ح ذ ق,TRUE,mukhtar.bok
حَذْلَقَ,حذلق,	ح ذ ق,TRUE,mukhtar.bok
تَحَذْلَقَ,تحذلق,	ح ذ ق,TRUE,mukhtar.bok
الْحُذْلُ,الحذل,	ح ذ ل,TRUE,mukhtar.bok
حَذَمْتَهُ,حذمته,	ح ذ م,TRUE,mukhtar.bok
فَاحْذِمْ,فاحذم,	ح ذ م,TRUE,mukhtar.bok
حَذَامِ,حذام,	ح ذ م,TRUE,mukhtar.bok
حَذَا,حذا,	ح ذ ا,TRUE,mukhtar.bok
حَذَاهُ,حذاه,	ح ذ ا,TRUE,mukhtar.bok
