Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
كعد,1, الكُعدْةِ,3,no vowel," *كعد*	"" مهملٌ عند الخليل وحكى الخارْزَنْجِي عن أبي الوازع قال أنشدت لِخَلَفِ بن خَلِيْفة - ولم يُفسر لي- ظَلُوْماَّ يُجادِلُهُ قائمـاً		وفي يده طبَقُ الكُعدْةِ وقال أرى أنًه مثْلُ الكُعْتَةِ طَبَقِ القارُوْرَة وربما كالَ الأعرابُ به الشيْء"""
كدع,2, الكِدَاعُ الكِدَاعُ,3,no vowel, *كدع*	 الكِدَاعُ هو مَعْشَر ُبنُ مالك ومن ولدِه بَحْرُ بن مَعقِل؛ قال أنا ابنُ جُعْفٍ وأبي الكِدَاعُ العين والكاف والتاء
عتك,26, عَتَكَ عَتْكاً وعَتَكَ عَتْكاً وعُتُوْكاً وَعَتَكَ وعَتَكَتِ عاتِكٌ عَاتِكٌ وعَتَكَا عتُوْكاً عَاتِكٌ وعَتَكَ وعَتِكَ عُتُوْكاً وعَتَكَتِ بعَاتِكَة وعَتَكْتُ وعَتَكْتُ عَتْكاً وعُتُوْكاً عَتِكَةٌ عَتِكَةُ عتك وعَتَكَ وعِتْكَانُ,3,no vowel, *[عتك]*	 عَتَكَ عَلَيْه يَضْربه أي عَطَفَ لا ينَهْنهه شيءٌ عنه عَتْكاً وعَتَكَ عَتْكاً وعُتُوْكاً ذَهَبَ وحده في الأرض وَعَتَكَ عليه بخَيْر أو شَر اعْتَرَضَ له [وعَتَكَ]تِ القَوس احْمرت لقدَمِها وكذلك ماءٌ عاتِكٌ ولبن عَاتِكٌ  قدُمَا حتى أجِنَ وحَثِرَ؛ وقيل حَزَرَ [وعَتَكَ]ا عتُوْكاً ونَبِيْذ عَاتِكٌ  صَافٍ أحْمَرُ وعَتَكَ به وعَتِكَ عُتُوْكاً لَزِمَه [وعَتَكَ]تِ المَرْأةُ شَرُفَتْ ومنه سُميَتْ [بعَاتِكَة] وعَتَكْتُ يده ثَنَيْتَها في صَدْرِه وعَتَكْتُ البَلَدَ عَتْكاً وعُتُوْكاً عَسَفْتَه وقَطِيفَة عَتِكَةٌ  أي متلبدة وكذلك نَعْجَةٌ عَتِكَةُ الصوف ويوْم [عتك] شَديدُ الحَروعتكأبو قبيلة وعَتَكَ بنيتِه اسْتقامَ لوَجْهِه وعِتْكَانُ اسْمُ مَوْضِع
كتع,20, كَتِيْعٌ وكُتَعٌ كَتِيْعٌ وكتاعٌ والكُتَعُ الكِتْعَان والكَوْتَعَةُ كَوْتَعَةِ وكَاتَعه وتَكاتَعُوْا والكُتْعَةُ وكَتَعَ كَتعَاناً وكَتَعَ كُتُوْعاً وكَتَعَ كاتِع وكَتَعْتَ وكَتَعْتَ مُكْتَعٌ,3,no vowel, *كتع*	 رَجُل كَتِيْعٌ وكُتَعٌ  لَئيمٌ  وما بالدّارِ كَتِيْعٌ وكتاعٌ  أي أحَد والكُتَعُ من أوْلاد الثَّعلب أرْدَؤها والجَمع [الكِتْعَان] وأكْتَعُ حَرْفٌ يُوْصَلُ به أجْمع يُقال أخمَعُ أكْتَعُ ولا يُفْرَد والأكْتَعُ الذي رَجَعَتْ أصابِعه إلى كَفه وظَهَرَتْ رَواجِبًه والكَوْتَعَةُ كَمَرَةُ الحمار قال وأنْفٌ مثْلُ كَوْتَعَةِ الحمارِ [وكَاتَعه] اللُه في معنى قاتَلَه الله [وتَكاتَعُوْا] كَذا تَتَابَعُوْا والكُتْعَةُ من الدَلاء القَصِيْرَة وكَتَعَ كَتعَاناً هَرَبَ وأسْرَع وكَتَعَ كُتُوْعاً تَباعَدَ في الأرض وكَتَعَ في السيْرِ دَأبَ وسَفَر [كاتِع] وكَتَعْتَ في المخازي ما كَفَاكَ إذا سُب وكَتَعْتَ في المحامِد ما كَفَاكَ إذا حُمِدَ ورَأيٌ مُجْمَع مُكْتَعٌ  والكَتْعَاءُ الأمَة
كعت,8, الكُعًيْتُ الكِعْتَان كَعْت والكُعْتَةُ وكْعَتَ وكْعَتَ ومُكعِتُ المُكْعِتِية,3,no vowel, *كعت*	 أهمله الخليل  وحكى الخارْزَنْجِيُ الكُعًيْتُ البُلْبُل ويُخَفَفُ أيضاً ويُجْمَعُ على [الكِعْتَان] ورَجُلٌ [كَعْت] قَصِيْرٌ  والكُعْتَةُ طَبَقُ القَارُوْرَة ورُبما كالَ به الأعْرابُ وكْعَتَ قَعَدَ ورَكِبَ مُنْتَفِخاً من الغَضَب وكْعَتَ في سَيْرِه نَصَبَ من ظَهرِه ومُكعِتُ بنً سُوَيد نُسِبَتْ إليه الخَيْلُ [المُكْعِتِية] العين والكاف والظاء
عكظ,6, عُكَاظُ عَكظ وتَعَكَظَتْ لَعَكِظُ وعَكَظَ وعَكَظَ,3,no vowel, *عكظ*	 عُكَاظُ اسمُ مُتَسَوقٍ للعرَب؛ مأخوذٌ من قولهم [عَكظ] خَصمَهإذا عَرَكَه وذلك لِتَفاخُرِهم فيها وتَعَكَظَتْ عليه حاجَتُه احْتَبَسَتْ وتَعَسَّرَتْ ومنه إِنَه لَعَكِظُ العَطاء وعَكَظَ دابَّتَه حَبَسَها وعَكَظَ في الإِيْصاء بَالَغَ
كعظ,2, الكَعِيْظُ والمُكَعَّظ,3,no vowel, *كعظ*	 الكَعِيْظُ [والمُكَعَّظ] القَصِيْرُ الضَّخمُ العين والكاف والثاء
كثع,15, كاثِعَةٌ مكثعَةٌ كَثَعَتْ كَثْعاً وكُثُوْعاً وكَثَعَتِ كُثُوْعاً بكُثوعِها وكَثعَتْ وكَثعَ وكَثعَتِ مُكَثًع وكَثعتُ وكَثعَتْ كَثعَتِ,3,no vowel, *كثع*	 شَفَةٌ كاثِعَةٌ  كَثُرَ لحمُها وامرأةٌ مكثعَةٌ  وقد كَثَعَتْ كَثْعاً وكُثُوْعاً احْمَرتْ وكَثَعَتِ الغَنَمُ والإبلُ كُثُوْعاً اسْترْخَتْ بُطونُها وثَلَطَتْ وقد رَمَتْ [بكُثوعِها] [وكَثعَ]تْ بخُرْئها وكَثعَ الجُرْحُ  بَرأ أعْلاه وهُو َعلى غَبَرٍ  [وكَثعَ]تِ القِدْرُ ارْتَفَعَ زَبَدُها ولما تَغْل بَعْدُ ولَبَنٌ [مُكَثًع] ظَهَر َدسَمُه فَوْقه وكَثعتُ سِقاءكم كَلْتَ ما عليه من الدسم [وكَثعَ]تْ لِحْيَتُه خَرَجَتْ ضَرْبَةً واحِدةًو طَالَتْ وكَثرَتْ كَثعَتِ الأرضُ نجَمَ نبَاتُهاورجل أكثَعُ غَلِيظُ اللثَة 
عكث,2, عَكِثُ والعكثَةُ,3,no vowel, *عكث*	 أهمله الخليل  العَنْكثُ شَجَر وذات العَنْكَثِ مَوْضِع قال أتَعْرفُ الدارَ بِذَاتِ العَنْكَثِ وبعيْرٌ عَكِثُ الوَبر أي كثيره والعكثَةُ  العَصِيدَةُ يُجْعَلُ فيها الأقِطُ
عثك,1, والعَثَكَةُ,3,no vowel, *عثك*	 مهملٌ عندَ الخليل  وحَكى الخارْزَنْجِيُّ رَجُلٌ أعْثَكُ وأعْفَكُ أي أعْسَرُ والعَثَكَةُ  نَحْوُ الرَّدَغَةِ من الطيْن العين والكاف والراء
عكر,17, عَكَرَ عَكْراً وعُكُوْراً وعَكَر واعْتَكَرَ واعْتَكَرَ واعْتَكَرَتِ واعْتَكَر والعَكَرُ وعَكِرَ وعًكرْتُه والعَكَرُ عَكَرَةٌ لِعِكْرِها وعَكرَةُ عَكَر عَكِرَتْ,3,no vowel, *عكر*	 [عَكَر]َ عَلَيْه عَكْراً وعُكُوْراً عَطَفَ [وعَكَر] َبه على كذا وَضَعَه عليه [واعْتَكَر]َ اللَّيْلُ وأعْكَرَ اشْتد سَواده [واعْتَكَر]َ المَطَرُ وغيرُه كَثُرَ [[واعْتَكَر]َ]تِ الرِّيْحُ جاءتْ بالغُبَار [واعْتَكَر] العَسْكَرُ رَجَعَ بعضُه على بَعْض فلم يُمْكِنْ عَده والعَكَرُ دُرْدِي الزَيْت والنَبيذِ وعَكِرَ [وعًكرْتُه] والعَكَرُ فوق الخَمْسِمائة من الإِبل والقِطْعَةُ [[عَكَر]َ]ةٌ  والعَكَرْكَرُ اللبَنُ الغَليظ و عادَتْ [لِعِكْرِها] لَمِيْسٌ مَثَلٌ أي أصْلِها وقيل عادَتِها وعَكرَةُ اللسان أصْلُه وفي كَفي [عَكَر] من القَبْض على كذا أي غُضُوْنٌ وقد عَكِرَتْ وفي مَثَل أعَكرَتَيْنِ بِضَفِيْرٍ أي أضَرْبَتَيْن بِنِسْع 
كعر,5, كَعِرَ وكَعرَ وكعرَ وكعِرَ والكعورَةُ,3,no vowel, *كعر*	 كَعِرَ الصبي امتلأ بَطْنُه من كثْرةِ أكل وكَعرَ البَطْنُ أيضاً وكعرَ البَعيرُ وكعِرَ اكتنزَ سَنامُه وقيل حَمَلَ أول الشحم في السنام والكعورَةُ من الرجال الضخمُ الأنفِ
عرك,32, عَرَكتُ عرَكْتُ واعْتَرَكوا ومَعْرَكة ومعرُكة وعَرَكْتُ والعَرْكُ عَرْكاً عَرُوْكٌ وعرَكَتِ عَرَاكاً عَارِكٌ واعْتَرَكَتْ مِعْرَكَةً وعَرِيْكَةً عَرَكَهُ عَرُوْك العَريكَةِ مَعْروكَةٌ عَرَكَتْها عَرْكَة عَرْكَةٍ عَرِكُوْنَ والعَرْكَ يَعْرُكَ والعَرَكِيةُ عَرَكَانية والعُرُوْكُ والعَرَكُ عَرَكِي وعَرْكُ مُعَرك,3,no vowel, *عرك*	 عَرَكتُ الأديمَ دلكْتَه ومنه عرَكْتُ القَومَ في الحرب [واعْتَرَكوا] [ومَعْرَكة] [ومعرُكة]  وعَرَكْتُ الشاةَ جَسَسْتَها والعَرْكُ كَثْرَةُ الجس والمَرةُ والمرتان لا تكونُ عَرْكاً وناقةٌ [عَرُوْك]ٌ  لا يُعْرَفُ سِمَنُها من هُزالِها إلا بالجس؛ لِكثْرَةِ وبَرِها وأرسل الإبلعِرَاكاً  أي جَماعاتٍ فازْدَحَمتْ وعرَكَتِ المرأةُ عَرَاكاً  حاضَتْ وهي عَارِكٌ واعْتَرَكَتْ مِعْرَكَةً للخِرْقَة التي تَحْتَشي بها وعَرِيْكَةً البَعيرِ سَنامُه إذا عَرَكَهُ الحِمْلُ وناقَةٌ [عَرُوْك] لم يكنْ في سَنامِها إلا شَحمٌ يَسيرٌ  وانه لَلَيّنُ العَريكَةِ أي سَلِسٌ  والأرضُ مَعْروكَةٌ  [عَرَكَتْها] السائمةُ بالرَّعْي حتّى صارتْ جَدْبَةً ولَقيْتُه [عَرْكَة] بَعْدَ [عَرْكَة]ٍ  أي مرَّةً بعد مَرةٍ  وقَوم عَرِكُوْنَ أشداءُ صُراعٌ  ورَكب عَرَكْرَكٌ  ضَخْم والعَرَكْرَكُ الرَّجُلُ والبَعيرُ الضَّخْمُ القَوِيُ وقد قيل في قوله أصْبَرُ من ذي ضَاغِطٍ عَرَكْرَكِ إن العَرَكْرَكَ والعَرْكَ هو أن يَعْرُكَ المِرْفَقُ الجَنْبَ  والعَرَكْرَكَةُ جَماعَةٌ من الناس والعَرَكِيةُ الغَليظةُ من النساء ويُقال [عَرَكَانية] أيضاً والعُرُوْكُ الصيادُونَ للسمَك والعَرَكُ الملاحُون واحِدهم [عَرَكِي] وعَرْكُ السباع جَعْرُها ورَجُلٌ [مُعَرك] مُنَجذٌ
كرع,18, كَرَعَ كُرُوْعاً كَرَع مُكْرَعَاتٌ وكَوَارع كَرِعٌ والكرَعُ كْرَعُوا الكَرَع المُكْرعَات والكُرَاعً وتَكرعَ كُرَاعَه كُرَاعُه؛ كُرَاع كُراع كِرْعَان والكُرَاعُ,3,no vowel, *كرع*	 [كَرَع]َ في الماءِ والإنَاءِ أمَالَ عُنُقَه لِيَشْربَ الماءَ من مَوْضِعِه كُرُوْعاً والماءُ [كَرَع] ومنه نَخْلٌ مُكْرَعَاتٌ [وكَوَارع] ورَجل كَرِعٌ  مُغْتَلِمٌ  والكرَعُ دِقةُ السَاقَيْنِ وسفلَةُ الناس وماءُ السماء وقد [كْرَعُوا] أصابوا بماء السماء وجَمل شَدِيْدُ [الكَرَع] أي شَديدُ الأوْظِفَة ولا يُوَحد والإبل [المُكْرعَات]  التي أدْخِلَتْ بينَ البُيوتِ في كَلَبِ الشتاءِ فأصَابها الدخان والكُرَاعً من الإنْسان مادونَ الرُّكْبَة ومن الدواب ما دون الكعْب وتَكرعَ تَوَضَّأ؛ كأنه غَسَلَ [[كُرَاع]َه] وطَرَفُ كل شيءٍ  [كُرَاع]ُه؛ مثلُ [كُرَاع] الأرْض ناحِيَتُها وكل أنْفٍ سالَ من جَبَل أو حَرة [كُراع] وجَمْعُه [كِرْعَان] والكُرَاعُ اسْمٌ لجَمْع الخَيْل
ركع,2, رَكَعَ رُكُوْعاً,3,no vowel, *ركع*	 كل شيءٍ طَأطَأ رأسَه فقد رَكَعَ رُكُوْعاً العين والكاف واللام
عكل,19, عَكَلَ عَكْلاً والعَكَل وعُكلٌ عُكْلِي والعَوْكَلُ عَوْكَلِية وعَكَلْتُ وعَكَلَ والمُعْتَكَلُ وعَكَلَ وعَكَلْتُ عَكال والمِعْكَلُ المِعْكل لَتَعْكِلُ وعَكَلَ واعْتَكَلَ واعْتَكَلَتْ,3,no vowel, *عكل*	 عَكَلَ السائق الإبلوغيرَها عَكْلاً حَازَها وضم قَواصِيَها [والعَكَل] ُ- في بعض اللغات- مِثْلُ العَكَر ِمن الإبل وعُكلٌ  قَبيلةٌ ويُقال فيهم بهتَة وغَباوَة ولذلكَ قيلَ لكُلً مَنْ به غفلَةٌ  [عُكْلِي] والعَوْكَلُ ظَهْر الكثيب والحَمْقاءُ وضرب من الإدَام ِ- يؤتدَمُ به ويُجْعَلُ في المَرَقِ فيُقال مَرَقَة [عَوْكَلِية] والقَصِيْرُ الأقْحَجُ وعَكَلْتُ الناقَةَ عَقَلْتَها وعَكَلَ به  صَرَعَه والمُعْتَكَلُ المُعْتَرَكُ وعَكَلَ مَاتَ وعَكَلْتُ الشيْء َبعضَه على بعض نَضَدْتَه وهو [عَكال]  لا خَيْرَ فيه والمِعْكَلُ المِخْبَاطُ يَخْبِطُ به الراعي على غَنَمِه قال في ظَهْر ِعَفاطٍ نَبيل [المِعْكل] وإنكَ لَتَعْكِلُ الآنَ أي تَهْرِجُ القَوْلَ وعَكَلَ في الأمْر واعْتَكَلَ حَدَسَ وأعْكَلَتْ عَلَيَّ الأمورُ أشْكَلَتْ [واعْتَكَلَ]تْ أيضاً
